사업장명,전화번호,도로명주소
미소 동물병원,,전북특별자치도 군산시 대야면 만자로 28
자연동물병원,634627733.0,전북특별자치도 군산시 공단대로 252 (수송동)
봄봄동물병원,,"전북특별자치도 군산시 역전로 29, 202호 (내흥동)"
가족동물병원,634466688.0,"전북특별자치도 군산시 월명로 211, 군산수송동우체국 1층 (수송동)"
군옥동물병원,634512163.0,전북특별자치도 군산시 대야면 대야시장로 9-1 (군옥동물병원)
유스동물병원,,"전북특별자치도 익산시 선화로6길 40-5 (모현동1가, 라움엘포레)"
익산산업동물병원,638551037.0,전북특별자치도 익산시 배산로24길 14 (모현동1가)
동물진료법인하림애니멀클리닉센터,,전북특별자치도 익산시 중앙로 121 (마동)
금강동물병원,,전북특별자치도 익산시 익산대로 204 (창인동1가)
우리들동물병원,638347585.0,전북특별자치도 익산시 금마면 미륵사지로 68
다민동물병원,632910727.0,전북특별자치도 익산시 춘포면 쌍정길 16-1
우성동물병원,,전북특별자치도 익산시 함열읍 함열10길 26
전북동물의료센터,638500970.0,"전북특별자치도 익산시 고봉로 79, 전북대학교익산캠퍼스 (마동)"
전북야생동물구조관리센터,638500975.0,"전북특별자치도 익산시 고봉로 79 (마동, 전북대학교)"
모현동물병원,638555975.0,전북특별자치도 익산시 선화로8길 3 (모현동1가)
에버그린 펫 클리닉,,"전북특별자치도 익산시 동서로63길 4 (어양동, 하모니시티)"
조한웅동물병원,,"전북특별자치도 익산시 춘포면 궁성로 130, 고려온천아파트상가 107동 104호"
다나음동물병원,,"전북특별자치도 익산시 함열읍 미력3길 44, 상가 106호"
진수동물병원,,전북특별자치도 익산시 함열읍 함낭로 533
바이오드동물병원,638500685.0,"전북특별자치도 익산시 고봉로 79, 전북대학교익산캠퍼스 제1수의학관 312호 (마동)"
삼성동물병원,,"전북특별자치도 익산시 금마면 금마길 60, 삼성동물병원"
서울동물병원,,전북특별자치도 익산시 함열읍 함열로 78-1
대학동물병원,,전북특별자치도 익산시 인북로 139 (창인동1가)
퍼피존동물병원,,전북특별자치도 익산시 익산대로 190 (창인동1가)
왕궁동물병원,,전북특별자치도 익산시 왕궁면 금오길 4
고려동물병원,,"전북특별자치도 익산시 무왕로 1034, 1층 1/2호 (영등동)"
미래종합동물병원,,"전북특별자치도 익산시 하나로 426, 엘드타운 1층 102호 (어양동)"
해원이네동물병원,,전북특별자치도 익산시 여산면 여강로 11
휴안과동물병원,,전북특별자치도 익산시 무왕로23길 3 (부송동)
익산군산축협동물병원,638625557.0,전북특별자치도 익산시 함라면 용산로 497
늘봄동물병원,,전북특별자치도 익산시 하나로 499 (영등동)
당근동물병원,638517218.0,"전북특별자치도 익산시 황등면 황등로 115-7, 103호"
정산동물병원,,"전북특별자치도 정읍시 이평면 황토현로 298, 2층 2호"
제이에스 동물병원,,전북특별자치도 정읍시 수성4로 3-17(수성동)
청하산업동물병원,,"전북특별자치도 정읍시 벚꽃로 35, 청하산업동물병원 (농소동)"
평화동물병원,,"전북특별자치도 정읍시 충정로 159, 평화동물병원 1층 (상동)"
온유동물병원,,"전북특별자치도 정읍시 명덕1길 7, 온유동물병원 (연지동)"
서울 김도현 동물병원,,"전북특별자치도 정읍시 벚꽃로 29, 서울 김도현 동물병원 (농소동)"
최동물병원,,전북특별자치도 정읍시 칠보면 검단1길 65-24
대한동물병원,,"전북특별자치도 정읍시 관통로 14, 누나분식 (장명동)"
김용태산업동물병원,,전북특별자치도 정읍시 태인면 정읍북로 1250-1
다나동물병원,635371041.0,"전북특별자치도 정읍시 충정로 199, 다나동물병원 (장명동)"
녹십자산업동물병원,,"전북특별자치도 정읍시 시기4길 30, 녹십자동물병원 (시기동)"
마이펫종합동물병원,635388575.0,"전북특별자치도 정읍시 중앙로 83-1, 마이펫종합동물병원 (수성동)"
서울동물병원,,"전북특별자치도 정읍시 신태인읍 연정길 16, 1층"
쿨펫동물병원,,"전북특별자치도 정읍시 벚꽃로 85, 롯데마트2층 (농소동)"
청십자산업동물병원,,"전북특별자치도 정읍시 충정로 349, 청십자산업동물병원 (연지동)"
순정축협 동물병원,635336831.0,전북특별자치도 정읍시 북면 정읍북로 710-1 (순정축산업협동조합TMF사료공장)
국가독성과학연구소 전북첨단바이오연구본부 부속 동물병원,635708757.0,전북특별자치도 정읍시 백학1길 30 (신정동)
우성산업동물병원,,전북특별자치도 정읍시 충정로 363 (연지동)
기린동물병원,,"전북특별자치도 정읍시 충정로 92-1, 기린동물병원 (상동)"
다산동물병원,,"전북특별자치도 정읍시 서부산업도로 437, (유)동성건설 (농소동)"
정주산업동물병원,,"전북특별자치도 정읍시 태인면 석지로 1273, 정주산업동물병원"
대성동물병원,,전북특별자치도 정읍시 서부산업도로 178 (상평동)
한국생명공학연구원 영장류자원지원센터 부속 동물병원,635705314.0,"전북특별자치도 정읍시 입암면 넝메길 351-33, 영장류자원지원센터"
조은동물병원,,"전북특별자치도 정읍시 수성택지2길 1, 대한빌딩 1층 102호 (수성동)"
우리동물병원,,"전북특별자치도 정읍시 학산로 97, 상가동 206호 (상동)"
대영동물병원,,전북특별자치도 정읍시 정읍사로 512-2(시기동)
샘골동물병원,,"전북특별자치도 정읍시 이평면 황토현로 298, 2층 1호"
신성동물약품병원,,전북특별자치도 남원시 의서길 33 (왕정동)
남원제일가축병원,,"전북특별자치도 남원시 의총로 61, 성림장 (금동)"
한결동물병원,,전북특별자치도 남원시 동문로 58 (동충동)
인월동물병원,636362873.0,"전북특별자치도 남원시 인월면 인월로 64, 지리산새마을금고"
이건동물병원,,"전북특별자치도 남원시 네마실1길 22-7, 1층 (향교동)"
지리산 산업동물병원,,"전북특별자치도 남원시 밤티재길 14-5, 1층 (광치동)"
지리산동물병원,,전북특별자치도 남원시 금동로 41(금동)
남원축협 동물병원,,전북특별자치도 남원시 붕맛길 99 (향교동)
하나동물종합병원,,"전북특별자치도 남원시 남문로 409, 선수학전문학원,꽃화원,sk텔레콤 (왕정동)"
청원동물병원,,"전북특별자치도 남원시 용성로 95, 청원동물병원 (동충동)"
운봉동물병원,,"전북특별자치도 남원시 운봉읍 운봉로 702, 부산갈매기식당, 운봉가축병원"
돈워리동물병원,,전북특별자치도 김제시 황산면 봉월10길 16
원평동물병원,,
우주동물병원,,전북특별자치도 김제시 서낭당길 13 (요촌동)
방주동물병원(출장전문),,전북특별자치도 김제시 성산길 97(서암동)
가온동물병원,,전북특별자치도 김제시 도작4길 28 (검산동)
제이동물병원,,"전북특별자치도 김제시 검산택지2길 24, 1층 (검산동)"
우리동물병원,635472670.0,전북특별자치도 김제시 남북로 213-1 (요촌동)
대영동물병원,,전북특별자치도 김제시 콩쥐팥쥐로 53 (검산동)
한우리동물병원(출장전문),,"전북특별자치도 김제시 금구면 서도길 14, 1동 2층"
전주김제완주축협 김제지점 부설 동물병원,635426786.0,전북특별자치도 김제시 콩쥐팥쥐로 35(검산동)
도원동물병원(출장전문),,"전북특별자치도 김제시 금성로 86, 1동 1층 (신풍동)"
유명동물병원(출장전문),,"전북특별자치도 김제시 검산택지2길 8-3, 1층 (검산동)"
한동물병원(출장진료동물병원),,전북특별자치도 김제시 용지면 콩쥐팥쥐로 868
서해동물병원(출장전문),,전북특별자치도 김제시 금구면 콩쥐팥쥐로 622
성진동물병원,,
행복을찾는동물병원,,전북특별자치도 김제시 남북로 289 (서암동)
동진동물병원,,전북특별자치도 김제시 중앙로 78 (요촌동)
진동물병원,,전북특별자치도 김제시 서낭당길 6 (요촌동)
소앤소동물병원(출장전문),635429765.0,전북특별자치도 김제시 봉남로 984 (황산동)
국립축산과학원 동물병원,632387224.0,"전북특별자치도 완주군 이서면 콩쥐팥쥐로 1500, 국립축산과학원"
광희동물병원,632296649.0,전북특별자치도 완주군 이서면 콩쥐팥쥐로 1047
이서동물병원,632287221.0,전북특별자치도 완주군 이서면 이서로 42
이노동물병원,632770007.0,전북특별자치도 완주군 이서면 안전로 153
소원동물병원,,"전북특별자치도 완주군 봉동읍 원둔산1길 31, 101동"
다온동물병원,,전북특별자치도 완주군 고산면 고산로 74
푸르메 동물병원,,"전북특별자치도 완주군 고산면 고산로 120, 1층"
팜솔동물병원,,"전북특별자치도 완주군 구이면 구이로 1485, 1층"
박동물병원,632613125.0,전북특별자치도 완주군 봉동읍 봉동로 133
우리가축병원,632628575.0,"전북특별자치도 완주군 고산면 읍내5길 8, 나래빌딩"
이영준동물병원,632635100.0,전북특별자치도 완주군 봉동읍 봉동동서로 40
연합동물병원,,전북특별자치도 완주군 용진읍 완주로 179
태산동물병원,,전북특별자치도 완주군 고산면 고산천로 188
진안동물병원,,전북특별자치도 진안군 진안읍 진무로 1083-1
삼양가축병원,,전북특별자치도 진안군 진안읍 진무로 1108
유 가축병원,,전북특별자치도 진안군 진안읍 대광길 8
팜그린동물약품병원,,전북특별자치도 진안군 진안읍 진무로 887
OK동물병원,,전북특별자치도 진안군 진안읍 진무로 994
한들동물병원(출장진료전문),,전북특별자치도 진안군 진안읍 진장로 16
병구동물병원,,전북특별자치도 무주군 안성면 안성로 286-1
박동물병원,633225698.0,전북특별자치도 무주군 무주읍 한풍루로 291
제일동물병원,,전북특별자치도 무주군 안성면 안성로 298-6
현대 동물병원,633513050.0,전북특별자치도 장수군 장수읍 교촌로 47-3
무진장축협동물병원,633512391.0,전북특별자치도 장수군 장수읍 중동길 8
제일동물병원 ,,
대동동물병원,633525998.0,전북특별자치도 장수군 장계면 한들로 59
문 동물병원,,전북특별자치도 장수군 장수읍 군청길 16
KRA 장수동물병원,633503761.0,"전북특별자치도 장수군 장계면 육십령로 764-5, 장수경주마목장"
무진장거점동물병원,637847515.0,전북특별자치도 장수군 계남면 장무로 119
제이준 말전문 동물병원,,전북특별자치도 장수군 장계면 한들로 76
원진동물병원,,전북특별자치도 임실군 임실읍 운수로 7
이 가축병원,,전북특별자치도 임실군 임실읍 봉황로 190
임실축협동물병원,,"전북특별자치도 임실군 임실읍 운수로 6, 임실축산업협동조합"
승재동물병원 약품,,전북특별자치도 임실군 오수면 삼일로 4
오수동물병원,,"전북특별자치도 임실군 오수면 오수로 182, 오수동물병원"
현동물병원,,"전북특별자치도 임실군 임실읍 중동2길 8-7, 코지하우스 A동 1층 1호"
우리동물병원,636425550.0,전북특별자치도 임실군 오수면 오수4길 5
박동물병원,,
이완섭동물병원,636539007.0,전북특별자치도 순창군 순창읍 경천1로 114
원 동물병원,636532002.0,전북특별자치도 순창군 순창읍 금산로 28
순창 동물병원,,"전북특별자치도 순창군 순창읍 유등로 12, LS 농업기계 순창대리점"
동계동물병원,,"전북특별자치도 순창군 동계면 동계1길 6, 1층 3호"
올리브 동물병원,636529951.0,"전북특별자치도 순창군 순창읍 장류로 289-2, 1층"
유니동물병원,,"전북특별자치도 순창군 순창읍 장류로 300, 대신파크맨션"
소망동물병원,,"전북특별자치도 순창군 쌍치면 쌍계로 49, 1층 1호"
고창부안축협동물병원,,전북특별자치도 고창군 흥덕면 부안로 423
한길동물병원,,전북특별자치도 고창군 흥덕면 선운대로 3771
치산동물병원,,전북특별자치도 고창군 고창읍 중거리당산로 60
인우 동물병원,,"전북특별자치도 고창군 고창읍 보릿골로 57-10, 101호"
봄 동물병원,,전북특별자치도 고창군 흥덕면 부안로 35
연합,,전북특별자치도 고창군 고창읍 성산5길 9
흥덕가축병원,,전북특별자치도 고창군 흥덕면 흥덕로 27
대산,,전북특별자치도 고창군 대산면 사거1길 77
한국,,전북특별자치도 고창군 고창읍 중앙로 321
고창중앙 동물병원,,전북특별자치도 고창군 고창읍 고인돌대로 1775
고창,,전북특별자치도 고창군 고창읍 동리로 137
모양동물병원,,전북특별자치도 고창군 고창읍 보릿골로 16
더나은동물병원,635629154.0,전북특별자치도 고창군 고창읍 성산8길 39-10
자연낙농동물병원,,전북특별자치도 부안군 부안읍 진성길 11
연합동물병원,,전북특별자치도 부안군 부안읍 번영로 185
미래동물병원,,전북특별자치도 부안군 부안읍 번영로 155-2
부안산업동물병원,,전북특별자치도 부안군 계화면 창중길 3-1
새만금동물병원,,전북특별자치도 부안군 부안읍 오리정로 52
닥터 홍 동물병원,635817582.0,전북특별자치도 부안군 부안읍 번영로 82-1
초원동물병원,,"전북특별자치도 부안군 부안읍 용계길 36, 한빛수학교실"
바른동물병원,,전북특별자치도 부안군 부안읍 오리정로 52
이수동물병원,,전북특별자치도 부안군 보안면 영전길 15
호남동물병원,,전북특별자치도 부안군 줄포면 줄포중앙로 29-2
부안동물병원,,전북특별자치도 부안군 부안읍 번영로 161
우리동물병원,612817520.0,"전라남도 목포시 영산로 607, 우진아트빌 상가동 101호 (석현동)"
목포동물병원,612737582.0,전라남도 목포시 용당로 223 (용당동)
한사랑동물의료센타 동물병원,,전라남도 목포시 통일대로 83 (옥암동)
21세기동물병원,612790006.0,전라남도 목포시 영산로 503 (상동)
한빛 동물병원,612830139.0,전라남도 목포시 부흥로 49 (상동)
PET119동물병원,,전라남도 목포시 옥암로 129 (상동)
현대가축병원,,전라남도 목포시 영산로 687 (석현동)
서울,612791175.0,전라남도 목포시 원산중앙로 10 (산정동)
도야동물병원,,전라남도 목포시 산정로150번길 35 (용당동)
돌산동물병원,,전라남도 여수시 돌산읍 망월대길 13
신일환동물병원,,전라남도 여수시 쌍봉로 43 (학동)
문수동물병원,,전라남도 여수시 율촌면 봉전길 3
여천종합동물병원,,전라남도 여수시 돌산읍 망월대길 7
제일동물병원,616862244.0,전라남도 여수시 도원로 261 (학동)
반려동물보호센터 동물병원,,"전라남도 여수시 여수산단로 292-62, 여수시 반려동물보호센터 (평여동)"
닥터수동물병원,616537585.0,전라남도 여수시 문수로 46 (문수동)
애니피아동물병원,616442729.0,"전라남도 여수시 신월로 688, 국동대주상가동 206호 (국동)"
늘사랑 양한방 동물병원,616860275.0,전라남도 여수시 무선로 179 (선원동)
여수 죽림 동물병원,616837582.0,"전라남도 여수시 소라면 죽림1길 2, 1층"
더블리스동물의료센터,,"전라남도 여수시 시청로 15, 1층 101호 (학동)"
여서동물병원,616527107.0,전라남도 여수시 여문문화길 57-1 (여서동)
웅천동물병원,616921175.0,전라남도 여수시 웅천2길 5-70 (웅천동)
여수동물병원,,전라남도 여수시 좌수영로 32 (서교동)
순천만동물병원,617279110.0,전라남도 순천시 해룡면 향매로 142
더키움 동물병원,617257542.0,"전라남도 순천시 해룡면 향매로 115, 1층"
그레이스 동물병원,617270750.0,"전라남도 순천시 연향3로 27, 서원문고 1층 101호 (연향동)"
본동물병원,,"전라남도 순천시 장선배기2길 13, 백운별관 (조례동)"
온유동물병원,617550155.0,전라남도 순천시 서면 삼산로 291
순천시 반려유기동물 공공진료소,617498715.0,"전라남도 순천시 역전길 50, 순천시 반려동물 문화센터 2층 (조곡동)"
김영대 동물병원,,전라남도 순천시 용당둑길 183 (조곡동)
순흥동물병원,617444956.0,전라남도 순천시 팔마로 26 (장천동)
연향동물병원,617450075.0,전라남도 순천시 충효로 81 (연향동)
전남낙농농협 동물병원,,"전라남도 순천시 우석로 108, 전남낙농농협 (남정동)"
김동물병원,617458778.0,전라남도 순천시 장평로 49 (인제동)
온누리동물병원,617237582.0,"전라남도 순천시 남신월길 21 (조례동, 온누리 동물병원)"
이레동물병원,617457577.0,전라남도 순천시 황전면 괴목길 11-1
전남야생동물구조관리센터,,"전라남도 순천시 순천만길 922-15, 야생동물구조관리센터 (인월동)"
산들동물병원,,전라남도 순천시 서면 죽평아랫돔길 8
휴 동물병원,617430075.0,전라남도 순천시 조례연동길 18 (조례동)
호수동물병원,,전라남도 순천시 왕지2길 19-5 (왕지동)
진성동물병원,617420202.0,전라남도 순천시 팔마로 6-1 (장천동)
신대동물병원,,전라남도 순천시 해룡면 신대2길 15
정원동물병원,617451777.0,"전라남도 순천시 순천만정원로 78, 1층 104호 (풍덕동)"
디딤동물병원,,"전라남도 순천시 순광로 18, 장난감백화점 (조례동)"
희망동물병원,,전라남도 순천시 삼산로 8-1 (석현동)
믿음동물병원,,"전라남도 나주시 빛가람로 731, KS프라자 103호 (빛가람동)"
소통동물병원,,전라남도 나주시 청동길 7 (삼도동)
나주종합동물병원,,"전라남도 나주시 중앙로 3 (성북동, 나주종합동물병원)"
이영기수의과병원,,
최동물병원,613379974.0,전라남도 나주시 왕곡면 고분로 1576
선경동물병원,,전라남도 나주시 예향로 3778-1 (이창동)
무등동물병원,,전라남도 나주시 예향로 3798 (이창동)
정동물병원,,전라남도 나주시 공산면 공산로 123-1
전남낙협동물병원,613368166.0,전라남도 나주시 산포면 송림산제길 170
효진동물병원,,전라남도 나주시 왕곡면 나주서부로 4
코리아동물병원,,전라남도 나주시 풍물시장2길 35-8 (이창동)
부자동물병원,,전라남도 나주시 금영로 21 (이창동)
나주축협동물병원,,전라남도 나주시 왕곡면 영산포로 4
박인석 동물병원,613358275.0,전라남도 나주시 남평읍 교원교촌길 100
가람동물병원,613327975.0,"전라남도 나주시 배멧1길 40 (빛가람동, 창우빌딩 101호)"
형동물병원(출장전문),,전라남도 나주시 봉황면 금봉로 443
신정동물병원,,"전라남도 나주시 남고문로 124, 신정가축약품 (죽림동)"
채움동물병원,,"전라남도 나주시 그린로 207, 102,103호 (빛가람동)"
누리동물병원,,전라남도 나주시 동수농공단지길 76(동수동)
벤지동물병원,,"전라남도 나주시 빛가람로 789, 103호 (빛가람동)"
지웅동물병원,613379737.0,"전라남도 나주시 재신길 10, 미도방 1층 (송월동)"
전남동물의료센터,613338575.0,전라남도 나주시 빛가람로 746 (빛가람동)
YS동물병원,,"전라남도 나주시 배멧2길 17, 퍼스트빌딩 1동 4층 401-4호 (빛가람동)"
빛가람동물병원,,"전라남도 나주시 그린로 339, 리버빌딩 1층 108호 (빛가람동)"
대천동물병원,,"전라남도 나주시 한빛로 21, 1층 106호 (빛가람동)"
돌봄동물병원,,"전라남도 나주시 공산면 공산로 120, 공산철물"
동산동물병원,613359909.0,"전라남도 나주시 상야4길 21, 죤프라자 117호 (빛가람동)"
신광목장동물병원,,"전라남도 나주시 상야4길 10, 패션페이스 1층 144호 (빛가람동)"
대영동물병원,,"전라남도 나주시 상야4길 16-16, T.C.C복합타워 1층 102호 (빛가람동)"
매일동물병원,,전라남도 광양시 광양읍 순광로 695
중마동물병원,,전라남도 광양시 중마중앙로 106 (중동)
한강동물병원,,전라남도 광양시 광영로 61 (광영동)
요셉동물병원,617637582.0,전라남도 광양시 광양읍 칠성로 76
광양동물메디컬센터,617927501.0,"전라남도 광양시 사동로 70, 1층, 2층 (중동)"
수 동물병원,,전라남도 광양시 중마용소6길 9 (중동)
강남동물병원,617639987.0,"전라남도 광양시 광양읍 대림오성로 67, 1층"
한일동물병원(출장진료전문동물병원),613826100.0,전라남도 담양군 담양읍 천변1길 22
중앙동물병원,,전라남도 담양군 담양읍 추성로 1327
담양축협동물병원,613805588.0,전라남도 담양군 담양읍 삼거리길 8-6
장미동물병원(출장진료전문동물병원),,"전라남도 담양군 담양읍 죽향대로 1169, 남도한우 3층"
고려동물병원(출장진료전문동물병원),,전라남도 담양군 담양읍 지침4길 7-7
한마음동물약품병원,,"전라남도 담양군 담양읍 삼거리길 45, 1층 103호"
예스동물병원(출장진료전문),,"전라남도 담양군 담양읍 추성로 1326, 3층"
담양군 반려유기동물 공공진료소,613802738.0,"전라남도 담양군 담양읍 지침5길 35, 1층"
심동물병원,,전라남도 곡성군 옥과면 리문5길 15
마로동물병원,613639482.0,"전라남도 곡성군 곡성읍 낙동원로 19-1, 2층"
만금동물병원,,전라남도 곡성군 석곡면 석곡로 49-1
우리동물병원,619349825.0,전라남도 곡성군 곡성읍 중앙로 51
진리동물병원,,전라남도 곡성군 오곡면 기차마을로 226
옥과동물병원,613637582.0,전라남도 곡성군 옥과면 리문5길 19
정동물병원,,"전라남도 구례군 구례읍 봉성로 90, 정가축병원"
닥터 하 동물병원,,전라남도 구례군 구례읍 중앙로 11
국립공원공단 국립공원야생생물보전원 야생동물의료센터,617839585.0,전라남도 구례군 마산면 화엄사로 402-31
산수유동물병원,,전라남도 구례군 산동면 둔기길 7-32
하늘동물병원,,전라남도 구례군 구례읍 중앙로 33
사육곰보호센터,617839220.0,전라남도 구례군 마산면 화엄사로 377-32
호남동물병원,,전라남도 구례군 구례읍 봉성로 58
참좋은동물병원,,전라남도 고흥군 고흥읍 고흥로 1919
중앙동물병원,,전라남도 고흥군 과역면 고흥로 2979
현대동물병원,,전라남도 고흥군 고흥읍 여산당촌길 32
포두동물병원,,"전라남도 고흥군 포두면 우주로 607, 소매점"
고흥 홍교 동물병원,,"전라남도 고흥군 점암면 모룡길 22, 1층"
나로동물병원,,"전라남도 고흥군 도양읍 번영1길 3, 103호 (세라빌라)"
고흥종합동물병원,618327582.0,전라남도 고흥군 고흥읍 고흥로 1663
고흥미소동물병원,,전라남도 고흥군 고흥읍 홍교길 23
소다온 동물병원,,전라남도 고흥군 동강면 원유둔1길 22-1
드림동물병원,,전라남도 고흥군 동강면 고흥로 4263
전남낙농농협 보성공장 동물병원,618586330.0,전라남도 보성군 벌교읍 남하로 158
북부동물병원,,전라남도 보성군 복내면 개기로 1666-6
미르 동물병원,,전라남도 보성군 보성읍 흥성로 2541-16
한국동물병원,,전라남도 보성군 보성읍 일림로 1567
견우동물병원,,전라남도 보성군 보성읍 송재로 191
보성동물병원,,전라남도 보성군 보성읍 현충로 45
벌교동물병원,,전라남도 보성군 벌교읍 채동선로 333
현대동물병원,,전라남도 보성군 보성읍 중앙로 80-1
홍교동물병원,,전라남도 보성군 벌교읍 계두길 17-2
제일동물병원,,전라남도 보성군 보성읍 현충로 74
선닥터동물병원,,전라남도 보성군 보성읍 송재로 151
정규호 동물병원,,전라남도 화순군 화순읍 진각로 34
백남수동물병원,613737406.0,전라남도 화순군 화순읍 화동로 7
능주동물병원,,전라남도 화순군 능주면 관동길 3
아리랑동물병원,,전라남도 화순군 화순읍 진각로 16-1
시소동물병원,,"전라남도 화순군 화순읍 진각로 131-3, 1층"
남산동물병원,,전라남도 화순군 화순읍 중앙로 43-1
민동물병원,,전라남도 화순군 화순읍 부처샘길 1-13
류재선 동물병원,,"전라남도 화순군 화순읍 쌍충로 16, 화순산이고운 상가동 106호"
화순축협 동물병원,,전라남도 화순군 화순읍 광덕로 6-21
화순동물병원,,"전라남도 화순군 화순읍 진각로 16-1, 1층 1호"
국동물병원,,"전라남도 화순군 능주면 죽수길 43, 102호"
노창섭동물병원,,전라남도 화순군 능주면 죽수길 78
천관동물병원,,"전라남도 장흥군 장흥읍 건산동부로 113, 천관동물병원 1층"
희망동물병원,618631149.0,전라남도 장흥군 장흥읍 중앙로 38-1
명성동물병원,618673444.0,전라남도 장흥군 관산읍 정남진로 16-1
대덕 동물병원,618673235.0,전라남도 장흥군 대덕읍 대대로 926
윤동물병원,618678675.0,"전라남도 장흥군 대덕읍 대대로 942, 1층 107호"
숲속의 동물병원,,전라남도 장흥군 장흥읍 우드랜드길 175-8
청우 동물병원,,전라남도 장흥군 장흥읍 칠거리예양로 65
대성동물병원,,"전라남도 장흥군 장흥읍 북부로 39, 1층 101호 (수창아트빌아파트)"
세움동물병원(출장진료전문병원),,"전라남도 장흥군 장흥읍 건산로 52, 2층 202호"
장흥건국동물병원,,전라남도 장흥군 장흥읍 읍성로 162
현대동물병원,618646888.0,전라남도 장흥군 장흥읍 동교1길 47
강진완도축협동물병원,614302827.0,전라남도 강진군 강진읍 보은로 40
현대동물병원,,전라남도 강진군 강진읍 영랑로 22
강진동물약품병원,,전라남도 강진군 강진읍 보은로 196
백제동물병원,614332700.0,전라남도 강진군 강진읍 탐진로 135
다산동물병원,,"전라남도 강진군 강진읍 보은로2길 4, 1층"
정이동물병원,,"전라남도 강진군 강진읍 향교로 82, 103호"
다도해동물병원,,전라남도 해남군 북평면 달량진길 48
청산동물병원,,전라남도 해남군 해남읍 안동길 38-18
해남진도축협동물병원,,"전라남도 해남군 해남읍 홍교로 64, 해남축산농협"
우수영동물병원,,전라남도 해남군 문내면 동영길 22-1
대한동물병원,615337582.0,"전라남도 해남군 해남읍 남부순환로 122, 2층"
청다리동물병원,,전라남도 해남군 문내면 동영길 43
해남동물병원,615377119.0,전라남도 해남군 해남읍 남부순환로 180
하나동물병원,615327582.0,전라남도 해남군 해남읍 남부순환로 78
양원주동물병원,,전라남도 해남군 해남읍 북부순환로 215
광주동물병원,,"전라남도 해남군 북평면 달량진길 25-1, 광주동물병원"
다나동물병원,,"전라남도 해남군 해남읍 중앙2로 116, 해남축협고도지점 2층"
호수동물병원,,"전라남도 해남군 황산면 시등로 111, 호수동물병원"
조우동물병원,,"전라남도 해남군 해남읍 구교1길 2, 한진아파트 (상가) 1층 102호"
하모니 동물병원,,"전라남도 해남군 계곡면 해남로 1443-1, 정다과"
가나다동물병원,,전라남도 해남군 해남읍 중앙2로 155
제일가축병원,,전라남도 영암군 영암읍 갈무정1길 12
서광동물병원,,전라남도 영암군 영암읍 중앙로 88
초원동물병원,,전라남도 영암군 영암읍 중앙로 97
시종동물병원,,전라남도 영암군 영암읍 동문로 39
두리동물병원,,전라남도 영암군 영암읍 동문로 84
나은동물병원,,전라남도 영암군 도포면 원산로 395
다나동물병원,,전라남도 영암군 영암읍 영암로 1552
삼호동물병원,,전라남도 영암군 삼호읍 대불주거5로3길 15
모아동물병원,,전라남도 영암군 군서면 구림로 26
건강한동물병원,,전라남도 영암군 영암읍 서남역로 22
기찬동물병원,,전라남도 영암군 신북면 호산로 611-3
한일동물병원,614520877.0,전라남도 무안군 무안읍 면성2길 40
축협동물병원,,"전라남도 무안군 무안읍 면성1길 54, 2층"
시온동물병원,,전라남도 무안군 일로읍 월평길 9
남악동물병원,,전라남도 무안군 삼향읍 남악4로 50 (골든스위트 114호)
아빠손동물병원,,전라남도 무안군 삼향읍 남악3로 74 (유풍프라자)
e-동물 메디컬 센터,,전라남도 무안군 삼향읍 남악2로74번가길 4-11
오룡 동물병원,612822398.0,전라남도 무안군 삼향읍 남악5로48번길 21
하나동물병원,,전라남도 무안군 일로읍 일로로 43
우리동물병원,,"전라남도 무안군 무안읍 무안로 449, 1층"
바른동물의료센터,,"전라남도 무안군 삼향읍 남악로 234, 트리폴리앙프라자  C동 2층 203호"
엘림동물병원,,전라남도 무안군 일로읍 월평길 9
왕실동물병원,,"전라남도 무안군 무안읍 무안로 449, 1층"
목무신동물병원,,"전라남도 무안군 몽탄면 몽탄로 868, 조은약국"
한라동물병원,,전라남도 무안군 청계면 해안로 17
무안종합동물병원,614542928.0,전라남도 무안군 무안읍 성안길 22
주영동물약품병원,,전라남도 함평군 학교면 사거리길 63
함평축협동물병원,,전라남도 함평군 학교면 함장로 1202-118
금강동물병원(출장진료전문병원),,전라남도 함평군 학교면 고막천로 601-16
성실동물병원(출장진료전문동물병원),,전라남도 함평군 손불면 석산로 333-63
수현동물병원,,"전라남도 함평군 함평읍 광남길 14, 101호"
미소동물병원(출장진료전문동물병원),,전라남도 함평군 함평읍 광남길 14
대경동물병원(출장진료전문동물병원),,전라남도 함평군 함평읍 함장로 1015
영생동물병원,,전라남도 함평군 함평읍 중앙길 67
대우동물병원,,전라남도 함평군 함평읍 중앙길 71-1
반석동물병원(출장전문병원),,전라남도 함평군 함평읍 서부길 53-11
천지동물병원,,전라남도 함평군 함평읍 내바람길 53
미래동물병원,,전라남도 함평군 월야면 월야장교길 12
에덴동물병원,,전라남도 함평군 함평읍 영수길 216
친절한 동물병원,,전라남도 함평군 함평읍 광남길 32
함께하는 동물병원,613523353.0,"전라남도 영광군 영광읍 신남로 180, 1층 105호"
백동물병원,,전라남도 영광군 영광읍 옥당로 233-12 (사직스카이아파트)
단주리 동물병원,,"전라남도 영광군 영광읍 옥당로 172, 제1호"
정수동물병원,,전라남도 영광군 영광읍 천년로 1405
홍예동물병원,,전라남도 영광군 대마면 동삼로 670
