사업장명,전화번호,도로명주소
잠실준25시동물병원,24157580.0,"서울특별시 송파구 석촌호수로 138, 유시에셋 105호 (삼전동)"
쿨독동물병원,24085400.0,"서울특별시 송파구 중대로9길 48, MOXENHOUSE (가락동)"
더 샵 동물메디컬센터,24167512.0,"서울특별시 송파구 올림픽로35가길 9, 상가동 2층 207호 (신천동, 잠실 푸르지오 월드마크)"
두리동물병원,24498575.0,"서울특별시 송파구 성내천로 229, 1층 (마천동)"
베베동물병원,24757579.0,"서울특별시 강동구 올림픽로78길 60, 2동 206호 (천호동)"
모여라동물병원,,"서울특별시 강동구 고덕로80길 99, 제B동 1층 제B103호 (상일동, 고덕센트럴 IPARK)"
포레온 동물병원,221358833.0,"서울특별시 강동구 양재대로 1360, 포레온스테이션5 2층 2029호 (둔촌동)"
아나동물메디컬센터,269523375.0,"서울특별시 강동구 올림픽로78길 60, B101동 16호 (천호동, 강동 밀레니얼 중흥S-클래스)"
미사랑동물병원,24751023.0,"서울특별시 강동구 고덕로14길 61, 1층 (암사동)"
서울 알레르기 동물병원,220398075.0,"서울특별시 강동구 양재대로 1581, 1층 (천호동)"
암사동물병원,234265079.0,"서울특별시 강동구 올림픽로 793, 내호빌딩 1층 (암사동)"
GD동물병원,24298822.0,"서울특별시 강동구 상일로 13, 1,2층 (상일동)"
길종합동물병원,24840075.0,"서울특별시 강동구 천호대로 1199, 1층 104호 (길동)"
세종동물병원,24848414.0,서울특별시 강동구 구천면로 237 (천호동)
가나동물병원,24418588.0,서울특별시 강동구 고덕로 101 (암사동)
다래동물병원,24740117.0,서울특별시 강동구 구천면로 289 (천호동)
쥬라기동물병원,24887463.0,서울특별시 강동구 올림픽로 703 (천호동)
사랑이있는동물병원,24287893.0,서울특별시 강동구 구천면로 446 (명일동)
두루동물병원,24427772.0,서울특별시 강동구 구천면로 498-1 (명일동)
강동동물병원,24727343.0,서울특별시 강동구 양재대로 1532 (길동)
둔촌동물병원,24745100.0,서울특별시 강동구 양재대로 1385 (성내동)
해태동물병원,24275685.0,서울특별시 강동구 동남로73길 26 (명일동)
CH동물병원,24887510.0,서울특별시 강동구 구천면로 322 (천호동)
열린24시동물병원,24877575.0,서울특별시 강동구 양재대로 1508(길동)
박형우동물병원,24888275.0,"서울특별시 강동구 올림픽로 568, EMK빌딩 2층 (성내동)"
정동물병원,24747588.0,서울특별시 강동구 상암로 64 (천호동)
시온동물병원,24768275.0,서울특별시 강동구 천호대로 1057 (천호동)
늘사랑동물병원,24422223.0,"서울특별시 강동구 고덕로 162, 101호 (명일동)"
성내동물병원,24845252.0,서울특별시 강동구 풍성로 145 (성내동)
석동물병원,24757501.0,"서울특별시 강동구 성안로 16, 경도빌딩 1층 (성내동)"
미드미동물의료센터,264977582.0,"서울특별시 강동구 양재대로 1588 (명일동, 연우빌딩)"
Dr.주 동물병원,24700030.0,"서울특별시 강동구 양재대로 1376 (둔촌동, 광안빌딩)"
내품에동물병원,24771775.0,서울특별시 강동구 천호대로 1120 (길동)
가람동물병원,24845502.0,"서울특별시 강동구 성내로 36, 예원빌딩 (성내동)"
고덕24시 동물병원,262278275.0,"서울특별시 강동구 동남로 877, 1층 106호 (명일동, 한화오벨리스크스위트)"
스마트동물병원 강동암사점,24428875.0,서울특별시 강동구 고덕로 110 (암사동)
방주동물의료센터,24763927.0,"서울특별시 강동구 양재대로 1299, 1층 (성내동)"
올바른동물병원,24281661.0,"서울특별시 강동구 올림픽로 787, 1층 (암사동, 태성프라자)"
닥터표동물병원,24844063.0,"서울특별시 강동구 올림픽로 566, 1층 (성내동)"
고덕 고래힐동물병원,24415515.0,"서울특별시 강동구 아리수로50길 50 (고덕동, 래미안힐스테이트고덕 상가 2층 212,213호)"
강동24시 SKY 동물의료센터,24727579.0,서울특별시 강동구 천호대로 1122 (성내동)
돌봄동물병원,24262775.0,"서울특별시 강동구 고덕로 133, 2층 (암사동, 강동롯데캐슬퍼스트아파트)"
안단테 동물의료센터,24767582.0,"서울특별시 강동구 양재대로 1603, 약제빌딩 1층 (천호동)"
동물병원 공감,24847975.0,"서울특별시 강동구 양재대로 1609, 조희빌딩 1층 (천호동)"
김태화동물병원,24864252.0,"서울특별시 강동구 천호대로 1186, 원경빌딩 102호 (둔촌동)"
사랑동물병원,264031750.0,서울특별시 강동구 천중로49길 4 (길동)
아프리카동물병원,24267722.0,"서울특별시 강동구 아리수로 421, MIDC빌딩 101호 (강일동)"
펫트리동물의료센터,269495775.0,"서울특별시 강동구 양재대로 1453, 베스트올 1층 (길동)"
도담동물병원,269537512.0,"서울특별시 강동구 상일로 153, 1층 (고덕동)"
메이플 동물의료센터,24267979.0,"서울특별시 강동구 아리수로93나길 60, 골드프라자 202-203호 (강일동)"
24시 로얄동물메디컬센터 강동,24570075.0,"서울특별시 강동구 천호대로 1171, 지하1층,2층,3층 (길동)"
동물영상진단센터/나음고양이병원,24570075.0,"서울특별시 강동구 천호대로 1171, 4층, 5층 (길동)"
고덕 동물의료센터,24417585.0,"서울특별시 강동구 고덕로 399, 209호 (고덕동, 고덕센트럴푸르지오)"
더파크동물의료센터,269492475.0,"서울특별시 강동구 성내로 48, 씨네월드 1층 (성내동)"
양지가축동물병원,24782208.0,서울특별시 강동구 천호대로191길 6(길동)
강동 아이안동물의료센터,24412202.0,"서울특별시 강동구 고덕로 262, 고덕역 효성해링턴 타워 더퍼스트 122,123호 (명일동)"
힐동물병원,,"서울특별시 강동구 동남로49길 60-4, 102호 (둔촌동)"
피카소동물병원,234276419.0,"서울특별시 강동구 고덕로83길 32, 2층 (고덕동)"
상일 쓰담쓰담 동물병원,221358257.0,"서울특별시 강동구 구천면로 670, 2층 (상일동)"
구민동물병원,,"서울특별시 강동구 양재대로127길 31, 1층 (천호동)"
프라임 동물의료센터,24268875.0,"서울특별시 강동구 올림픽로 820, 서연빌딩 1층 (암사동)"
루리동물병원,220881010.0,"서울특별시 강동구 고덕로 353, 고덕그라시움(제1상가) 1층 제비104호 (고덕동)"
강동큰숲동물병원,269587975.0,"서울특별시 강동구 양재대로 1384, 미림빌딩 1층 7,8,9호 (둔촌동)"
희망종합동물병원,,"부산광역시 중구 구덕로 51, 2층 (남포동5가)"
고동물병원,,부산광역시 중구 자갈치로47번길 5 (남포동5가)
중앙동물병원,,부산광역시 서구 까치고개로 253-2 (토성동1가)
대호동물병원,512561188.0,"부산광역시 서구 구덕로 130 (토성동5가, 해오름상가1층)"
베이시티 동물병원,517100719.0,"부산광역시 서구 송도해변로 192, 상가B동 2층 201호 (암남동, 송도힐스테이트이진베이시티아파트)"
길경진동물병원,,부산광역시 서구 구덕로 308 (동대신동2가)
만박동물병원,512547744.0,"부산광역시 서구 까치고개로 257, 1층 (토성동1가)"
가온동물병원,,부산광역시 서구 대영로 36 (서대신동1가)
대신동물병원,512542304.0,부산광역시 서구 망양로 19-1 (서대신동3가)
동구종합동물병원,,부산광역시 동구 망양로 835-1 (수정동)
성경완 동물병원,514657582.0,"부산광역시 동구 고관로 48, 신화하니엘 더시티 주건축물제1동 103호 (초량동)"
하나동물병원,,"부산광역시 동구 수정동로 11, 1층 (수정동)"
구구동물병원,516389977.0,"부산광역시 동구 중앙대로 502, 코드코 빌딩 2층 (범일동)"
시민동물병원,,부산광역시 동구 초량상로 84-1 (초량동)
천동물병원,,"부산광역시 영도구 태종로 430, 한라청학아파트 2층 (청학동)"
태종동물병원,514059493.0,부산광역시 영도구 동삼로 80 (동삼동)
영도동물병원,514152566.0,부산광역시 영도구 태종로 111 (영선동1가)
센트럴종합동물병원,,부산광역시 영도구 태종로 78 (대교동1가)
리치동물병원,,"부산광역시 부산진구 당감서로 84, 아시아드빌딩상가 (당감동)"
초읍동물병원,518050975.0,부산광역시 부산진구 새싹로 243-1 (초읍동)
웰니스크리닉,518037511.0,"부산광역시 부산진구 시민공원로 31, 이마트트레이더스서면점 (부암동)"
펫케어 동물병원,518967582.0,"부산광역시 부산진구 가야공원로 6, B112호 (가야동, 가야센트레빌아파트)"
미소동물치과병원,518945433.0,"부산광역시 부산진구 가야대로 754 (부전동, 한솔폴라리스)"
정훈동물병원,,"부산광역시 부산진구 부전로66번길 10, 4층 (부전동)"
스타동물병원,518197588.0,"부산광역시 부산진구 전포대로 170, B1층 104호 (전포동)"
양·한방 전문 힘찬동물병원,,"부산광역시 부산진구 대학로 1, 1,2층 (가야동)"
닥터펫 동물의료센터,518918575.0,"부산광역시 부산진구 가야대로 451, 개금메디칼빌딩 1층 (개금동)"
롯데동물메디컬센터,518516612.0,"부산광역시 부산진구 거제대로 20-1, 2, 3층 (양정동)"
보듬 동물병원,518941202.0,"부산광역시 부산진구 가야대로 517, 윤정빌딩 (가야동)"
서면Q 외과 동물병원,518185975.0,"부산광역시 부산진구 서전로 25, 이오스프라자 201호 (전포동)"
더원동물의료센터,518085550.0,부산광역시 부산진구 새싹로 218 (초읍동)
대디동물병원,518065000.0,"부산광역시 부산진구 동평로 173, 207,208호 (부암동, 협성휴포레시티즌파크아파트)"
24시 온동물의료센터,518196061.0,부산광역시 부산진구 동성로 152 (전포동)
풍경동물병원,518181101.0,부산광역시 부산진구 성지로 110-1(초읍동)
올케어 동물의료센터,517140011.0,"부산광역시 부산진구 동평로 356, 1층 (양정동)"
하이동물병원,518527570.0,"부산광역시 부산진구 거제대로 18, 1, 2층 (양정동)"
정원동물병원,519347575.0,"부산광역시 부산진구 성지로 34, 2층 (연지동)"
부산종합동물병원,,부산광역시 부산진구 중앙대로 867 (양정동)
우진동물병원,,"부산광역시 부산진구 동평로 115-1, 1층 (부암동)"
부일동물병원,,"부산광역시 부산진구 국악로 5 (연지동, 연지로얄아파트)"
화승종합동물병원,,부산광역시 부산진구 동평로 107 (부암동)
새부산종합동물병원,518026637.0,부산광역시 부산진구 전포대로298번길 1 (전포동)
애경동물병원,,부산광역시 부산진구 새싹로 155 (연지동)
그린동물병원,518174749.0,"부산광역시 부산진구 전포대로 274 (전포동, 서면대우디오빌2)"
도담동물병원,,부산광역시 부산진구 망양로 973 (범천동)
가야종합동물병원,,부산광역시 부산진구 가야대로 491 (개금동)
서면동물병원,518098092.0,부산광역시 부산진구 부전로 87 (부전동)
위드동물병원,518917597.0,부산광역시 부산진구 동평로 54 (당감동)
큰별동물의료원,519037588.0,"부산광역시 동래구 금강로8번가길 9, 아크원빌딩 1층 (온천동)"
재생동물병원,515554130.0,부산광역시 동래구 충렬대로 268-1 (낙민동)
안락동물병원,515568747.0,부산광역시 동래구 안연로98번길 4 (안락동)
한양종합동물병원,515278742.0,부산광역시 동래구 반송로 265 (명장동)
사직삼보동물병원,515041813.0,부산광역시 동래구 사직북로63번길 11 (사직동)
한사랑동물병원,515558300.0,부산광역시 동래구 명륜로98번길 1 (명륜동)
동양축산병원,515523002.0,"부산광역시 동래구 명륜로 151, 108호 (명륜동, 천일 스카이원)"
초원동물병원,515251275.0,부산광역시 동래구 명장로 150 (안락동)
자연동물병원,515067975.0,부산광역시 동래구 사직로70번길 50 (사직동)
동래종합동물병원,,"부산광역시 동래구 금강로 69, 105호 (온천동)"
레알피부전문동물병원,515248275.0,부산광역시 동래구 반송로 243 (안락동)
바른동물병원,515317582.0,부산광역시 동래구 충렬대로 488 (안락동)
뉴욕동물병원,515552119.0,"부산광역시 동래구 명륜로 65, 1층 (수안동)"
학산동물병원,515577577.0,부산광역시 동래구 동래로147번길 6 (복천동)
스카이동물병원,515068875.0,"부산광역시 동래구 충렬대로 160, 1층 (온천동)"
훈 동물병원,515540010.0,"부산광역시 동래구 명륜로 194, 1층 (명륜동)"
유성준동물병원,515554813.0,"부산광역시 동래구 명륜로 90 (수안동, 호원메디컬)"
온천동물병원,515054088.0,부산광역시 동래구 아시아드대로 207 (온천동)
노블동물병원,519822580.0,"부산광역시 동래구 아시아드대로 160, 1층 (사직동)"
유기화동물의료센터,515068492.0,"부산광역시 동래구 아시아드대로 131-1, 2층 (사직동)"
린동물병원,515142470.0,"부산광역시 동래구 중앙대로1381번길 43, 2층 (온천동)"
헤아림동물병원,515551125.0,부산광역시 동래구 충렬대로 288 (낙민동)
24시 리본동물영상센터,517110006.0,"부산광역시 동래구 충렬대로 194, 동림빌딩 3층 (명륜동)"
24시 리본동물의료센터,517110006.0,"부산광역시 동래구 충렬대로 194, 동림빌딩 2층 (명륜동)"
온마음동물병원,515526800.0,"부산광역시 동래구 중앙대로1473번길 24, 온천장역삼정그린코아더시티 상가동 109~110호 (온천동)"
사직동물의료센터,515057578.0,"부산광역시 동래구 아시아드대로 209, 2층 (온천동, 지영아이니드빌)"
부산 리브동물의료센터,515525553.0,부산광역시 동래구 충렬대로125번길 6(온천동)
온정동물병원,515318275.0,"부산광역시 동래구 안연로 72, 동림빌딩 1층 (안락동)"
부산 24시 더휴동물의료센터,515136060.0,"부산광역시 동래구 온천장로 20, 1층 (온천동, 신화타워아파트)"
포레동물병원,515267588.0,"부산광역시 동래구 명장로 58, 1층 (명장동)"
금샘동물병원,515292991.0,"부산광역시 동래구 중앙대로1473번길 8, 보광빌딩 2층 (온천동)"
세이 동물병원,517152601.0,"부산광역시 남구 진남로 95, 상가 110호 (대연동, 힐스테이트대연센트럴)"
다솜동물메디컬센터,516327580.0,"부산광역시 남구 수영로13번길 3, 다솜 동물 병원 (문현동)"
헬로동물병원,516271275.0,"부산광역시 남구 분포로 115, 힐탑탑플레이스 A동 403호 (용호동)"
다온 동물병원,516222171.0,"부산광역시 남구 수영로 345, 115동 124,125호 (대연동, 대연힐스테이트푸르지오)"
UN동물의료센터,516242475.0,부산광역시 남구 수영로 221 (대연동)
W동물의료센터,516265050.0,"부산광역시 남구 용호로 68, 2층 (용호동)"
더본 외과동물의료센터,517117515.0,"부산광역시 남구 수영로 364, 4층 (대연동)"
엘 동물병원,,"부산광역시 남구 용소로14번길 23, 3층 (대연동)"
문현동물병원,,부산광역시 남구 수영로 38 (문현동)
우암동물병원,,"부산광역시 남구 석포로 7, 상가동 109호 (감만동, 우암 자유 4차 아파트)"
25시 동물병원,,부산광역시 남구 수영로 34 (문현동)
튼튼동물병원,516217555.0,"부산광역시 남구 수영로334번길 3, 2층 (대연동)"
메트로동물병원,516237588.0,"부산광역시 남구 분포로 61, 빌리브센트로 B동 B227,B228호 (용호동)"
조양래 동물의료센터,,"부산광역시 남구 수영로 224-1, 호수약국 (대연동)"
우암동물병원,,
조양래동물병원,,
해온동물병원,516127552.0,부산광역시 남구 용호로 233 (용호동)
다솜고양이메디컬센터,516367582.0,"부산광역시 남구 수영로13번길 3, 다솜 동물 병원 (문현동)"
지경희동물병원,517040220.0,부산광역시 남구 용호로 199 (용호동)
구포동물병원,513321213.0,"부산광역시 북구 낙동대로 1656, 1층 (구포동)"
다은동물병원,513637942.0,"부산광역시 북구 금곡대로 180, 해창빌딩 1층 102호 (화명동)"
덕천동물의료센터,,부산광역시 북구 만덕대로 119 (덕천동)
백양동물병원,,부산광역시 북구 덕천로 280 (만덕동)
노아동물병원,,"부산광역시 북구 금곡대로 175 (화명동, 화명2차동원로얄듀크비스타)"
21세기종합동물병원,,부산광역시 북구 만덕대로 34 (덕천동)
차동물병원,,부산광역시 북구 금곡대로 304 (화명동)
행복한동물병원,,"부산광역시 북구 금곡대로 344 (화명동,화명빌딩202호)"
만덕24시동물병원,513380075.0,부산광역시 북구 덕천로 227 (만덕동)
카이저동물치과병원,513617582.0,"부산광역시 북구 금곡대로 182, 1층 (화명동)"
그랜드 동물병원,,"부산광역시 북구 학사로 299, 해림빌딩 (금곡동)"
해든동물병원,513433834.0,부산광역시 북구 백양대로 1053 (구포동)
유동물의료센터,,부산광역시 북구 만덕대로 41 (덕천동)
더힐동물병원,513413344.0,"부산광역시 북구 만덕대로 147, 삼정그린코아아파트 3동 105호 (덕천동)"
원 동물병원,513337584.0,"부산광역시 북구 금곡대로 287, 삼한골든뷰 2층 202,203호 (화명동)"
토브동물병원,513619975.0,"부산광역시 북구 화명대로 20, 대성빌딩 101호 (화명동)"
베이직 동물병원,513425999.0,"부산광역시 북구 만덕3로 55-1, 2층 (만덕동)"
부산 24시 동행동물의료센터,519087575.0,"부산광역시 북구 금곡대로 126, 채움센트럴 3층 (덕천동)"
허그동물의료센터,517145251.0,"부산광역시 북구 금곡대로 366, 대진빌딩 1층 (화명동)"
해운대 24시 동물의료원,,"부산광역시 해운대구 양운로 45, 해운대베르나움 101, 111호 (좌동)"
힐 동물병원,,"부산광역시 해운대구 좌동순환로433번길 30-1, 해운대힐스테이트위브 224~227호 (중동)"
큰마음동물메디컬센터,517102004.0,"부산광역시 해운대구 해운대해변로357번길 17, 4~8층 (중동)"
리더스동물병원,517017588.0,"부산광역시 해운대구 해운대로 814, 세종월드프라자 A동 301호 (좌동)"
벡스코 동물병원,517152228.0,"부산광역시 해운대구 해운대로 369, 해운대센텀메디칼센터 (우동)"
아이앤지동물병원,517025575.0,"부산광역시 해운대구 대천로 114, 1층 (좌동)"
해밀동물병원,517101766.0,"부산광역시 해운대구 송정광어골로 22, 1층 (송정동)"
오션동물메디컬센터,517115999.0,"부산광역시 해운대구 선수촌로 78, 다솜빌딩 2층 (반여동)"
마린숲 동물병원,517427585.0,"부산광역시 해운대구 마린시티3로 37, 한일오르듀 207호 (우동)"
박창언 동물병원,517827275.0,부산광역시 해운대구 해운대로177번길 6 (재송동)
마린파크 동물병원,517517585.0,"부산광역시 해운대구 마린시티2로 2, 마린파크 208~209호 (우동)"
리안 동물병원,517471275.0,"부산광역시 해운대구 달맞이길 58, 2층 (중동)"
행복드림 동물병원,,"부산광역시 해운대구 삼어로 61, 201호 (반여동, 우방신세계아파트)"
아이케어 동물병원,,"부산광역시 해운대구 센텀동로 25, B상가동 203호 (우동, 대우월드마크센텀아파트)"
해운대동물메디컬센터,517028275.0,"부산광역시 해운대구 양운로 40, 봉황빌딩 301호 (좌동)"
신비한 동물병원 인센텀,517447500.0,"부산광역시 해운대구 센텀중앙로 60, 106호 (우동)"
훈동물병원,517020100.0,"부산광역시 해운대구 좌동순환로 174, 거성빌딩 3층 301호 (좌동)"
윤은채 재활 한방 동물병원,517106020.0,"부산광역시 해운대구 센텀동로 9, 2층 215호 (우동, 트럼프월드센텀아파트)"
해바른동물메디컬센터,517115959.0,"부산광역시 해운대구 해운대로 601, 에이치스위트 해운대 202~203호 (우동)"
재송동물병원,,"부산광역시 해운대구 재반로 117-1, 2층 (재송동)"
성심동물병원,,"부산광역시 해운대구 좌동순환로 308, 3층 (좌동)"
해운대 케이 동물병원,,"부산광역시 해운대구 해운대로 580, 4층 (우동)"
신도시동물병원,,"부산광역시 해운대구 좌동순환로 178, 2층 (좌동)"
푸른동물병원,,부산광역시 해운대구 해운대로61번길 104 (반여동)
반송동물병원,,부산광역시 해운대구 아랫반송로 11-1 (반송동)
아이센텀 동물메디컬센터,,"부산광역시 해운대구 센텀동로 25, B동 204호 (우동, 대우월드마크센텀아파트)"
화목종합동물병원,,"부산광역시 해운대구 세실로 48, 206호 (좌동)"
해운대조은동물병원,,부산광역시 해운대구 해운대로 624 (우동)
갑을동물병원,,"부산광역시 해운대구 재반로 148, 32호 (재송동)"
센텀동물종합병원,,"부산광역시 해운대구 센텀중앙로 145, 205호 (재송동)"
장산동물병원,,"부산광역시 해운대구 반여로 96, 1층 (반여동, 영풍빌딩)"
토마스동물병원,,부산광역시 해운대구 반송로 922 (반송동)
조앤박동물병원,517027511.0,"부산광역시 해운대구 양운로 108, 2층 (좌동)"
마린시티 종합동물병원,,"부산광역시 해운대구 마린시티3로 23, 벽산이오렌지프라자 333~336호 (우동)"
BS조은동물병원,,부산광역시 해운대구 윗반송로 73 (반송동)
온누리동물병원,517017555.0,"부산광역시 해운대구 좌동순환로 309, 303호 (좌동)"
스펀지동물병원,517461075.0,부산광역시 해운대구 해운대로 658-1 (우동)
로이종합동물병원,517427975.0,"부산광역시 해운대구 센텀중앙로 145, 202호 (재송동, 센텀파크상가2동)"
닥터주 동물병원,,"부산광역시 해운대구 좌동순환로402번길 8, 204호 (좌동, 피렌체오피스텔)"
사랑의동물병원,517021626.0,"부산광역시 해운대구 좌동순환로 173, 영풍프라자 302호 (좌동)"
마리동물병원,517025750.0,"부산광역시 해운대구 해운대로 794, 엘리움 306호 (좌동)"
누리동물병원,517017599.0,부산광역시 해운대구 송정2로13번길 46 (송정동)
해운대 플러스동물병원,,"부산광역시 해운대구 세실로 48, 상가동 1-2, 2-2호 (좌동, 해운대삼정코아주상복합)"
반여착한동물병원,519277575.0,"부산광역시 해운대구 선수촌로 65-19, 농협반여동지점 2층 (반여동)"
24시이솔동물의료센터,517117566.0,"부산광역시 사하구 낙동대로 468, 평림상가 2층 (하단동)"
사하동물병원,512061891.0,부산광역시 사하구 낙동대로 356 (당리동)
박 동물병원,,부산광역시 사하구 낙동대로 407 (당리동)
참조은 동물병원,,부산광역시 사하구 낙동대로 295-1 (괴정동)
장 동물병원,,부산광역시 사하구 윤공단로56번길 55 (다대동)
하단동물병원,,부산광역시 사하구 하신중앙로 296 (하단동)
24시 하단오거리 동물의료센터,,"부산광역시 사하구 하신중앙로 340, 1층 (하단동)"
한솔동물병원,,부산광역시 사하구 낙동대로 184 (괴정동)
스마트동물병원,,부산광역시 사하구 다대로 624 (다대동)
다대동물병원,,부산광역시 사하구 다대로 549 (다대동)
괴정동물병원,,"부산광역시 사하구 낙동대로 246-1, 1층 (괴정동)"
부산야생동물치료센터,,부산광역시 사하구 낙동남로 1240 (하단동)
삼성종합동물병원,512051017.0,부산광역시 사하구 감천로 32 (감천동)
라온동물병원,,부산광역시 사하구 낙동대로 511 (하단동)
김현태김동민 동물의료센터,512657582.0,부산광역시 사하구 다송로 42 (다대동)
코끼리동물병원,512047576.0,부산광역시 사하구 하신번영로 201 (신평동)
행복한 동물병원,517142435.0,"부산광역시 사하구 을숙도대로 713, 1층 (신평동)"
모아동물병원,512650114.0,"부산광역시 사하구 장림번영로 41, 1층 (장림동)"
더바른 동물병원,517172316.0,"부산광역시 사하구 다대로 700, 2층 (다대동)"
정직한 동물병원,512052323.0,"부산광역시 사하구 하신중앙로 182, 2층 201호 (신평동)"
드림동물병원,,부산광역시 금정구 금강로 539 (구서동)
구서동물병원,,부산광역시 금정구 금강로 454 (구서동)
금빛동물수술센터,,"부산광역시 금정구 식물원로 38, 주현빌딩 2층 (장전동)"
동물병원 산책,,부산광역시 금정구 수림로 25 (부곡동)
서동 동물메디컬센터,,"부산광역시 금정구 서동로175번길 11, 2층 (서동)"
제일2차동물메디컬센터,,부산광역시 금정구 중앙대로 1754 (부곡동)
제일동물진단영상센터,,부산광역시 금정구 중앙대로 1754 (부곡동)
쿨펫동물병원 이마트금정점,,"부산광역시 금정구 중앙대로1841번길 24 (구서동, E마트금정점)"
에이치동물메디컬센터,515837575.0,"부산광역시 금정구 부곡로 3, 1~2층 (부곡동)"
웰동물병원,515157272.0,"부산광역시 금정구 금강로403번길 1, 2층 (구서동)"
보담동물의료센터,519532000.0,"부산광역시 금정구 식물원로 11, 2층 (장전동)"
24시 금정다솜동물메디컬센터,515157582.0,"부산광역시 금정구 금강로 624, 1층 (남산동)"
다솜고양이메디컬센터 금정점,515157586.0,"부산광역시 금정구 금강로 624, 2~3층 (남산동)"
지동범 동물 안과 치과병원,,"부산광역시 금정구 부곡로 184, 행복한빌딩 1,2층 (부곡동)"
부곡동물병원,,부산광역시 금정구 부곡로 86 (부곡동)
한독동물병원,,부산광역시 금정구 서동로 200 (서동)
수종합동물병원,,부산광역시 금정구 금강로 340 (장전동)
남산동물병원,,부산광역시 금정구 금강로 703-3 (남산동)
테디펫닥터동물병원,,"부산광역시 강서구 명지국제6로232번길 14-8, 1층 (명지동)"
한국마사회 부산경남부속동물병원,519017434.0,부산광역시 강서구 가락대로 929 (범방동)
명지종합동물병원,512718889.0,"부산광역시 강서구 명지오션시티11로 74 (명지동,명지오션타워 204)"
명지오션시티동물병원,512717582.0,부산광역시 강서구 명지오션시티11로 66 (명지동)
스마일동물병원,519017384.0,부산광역시 강서구 가락대로 929 (범방동)
해옴동물병원,512718119.0,"부산광역시 강서구 명지오션시티4로 69, 201호 (명지동)"
네오메디컬동물병원,512914545.0,부산광역시 강서구 명지국제6로 234 (명지동)
국제동물병원,512047588.0,"부산광역시 강서구 명지국제8로 243, 미주프라자 205호 (명지동)"
이로운동물병원,519167575.0,"부산광역시 강서구 명지국제11로 35, 103동 105호 (명지동)"
마리동물병원,519017482.0,"부산광역시 강서구 가락대로 929, 부산경남경마공원 (범방동)"
홈즈 동물병원,,"부산광역시 강서구 명지국제8로 233, 2층 203호 (명지동)"
신호동물병원,519720972.0,"부산광역시 강서구 신호산단1로 124, 103호 (신호동)"
명지 수동물병원,517107574.0,"부산광역시 강서구 명지국제2로 29, 203호 (명지동)"
어울림동물메디컬센터,517117581.0,"부산광역시 강서구 명지국제8로 270, 1동 202호 (명지동)"
뉴로동물암센터,517118251.0,"부산광역시 연제구 중앙대로 1084, 진도사옥 1층 (연산동)"
거제동물병원,,부산광역시 연제구 거제대로 146 (거제동)
청조동물병원,,부산광역시 연제구 온천천남로 4 (연산동)
양지동물병원,518675595.0,부산광역시 연제구 월드컵대로114번길 1 (연산동)
피정현 동물병원,,"부산광역시 연제구 거제천로 258 (연산동, 월드빌스포츠센터)"
부산동물메디컬센터,,부산광역시 연제구 거제대로 278 (거제동)
망미동물병원,,부산광역시 연제구 과정로 84 (연산동)
토곡동물병원,517598669.0,부산광역시 연제구 과정로 234-1 (연산동)
MS동물병원,,"부산광역시 연제구 과정로348번길 2, 1층 (연산동)"
이룸동물병원,518680075.0,부산광역시 연제구 연수로 140 (연산동)
해비치동물병원,517539875.0,"부산광역시 연제구 안연로 28, 1층 (연산동, 그린주택)"
온천천동물병원,518687579.0,부산광역시 연제구 세병로 84 (거제동)
진석범동물병원,519978275.0,부산광역시 연제구 과정로237번길 115 (연산동)
Jpet동물병원,518537579.0,부산광역시 연제구 연수로 98 (연산동)
엘동물의료센터,518628275.0,"부산광역시 연제구 중앙대로 1112, 2층 (연산동)"
부산24시 연산동물의료센터,517910175.0,부산광역시 연제구 연수로 135 (연산동)
뉴로동물의료센터24시,517118253.0,"부산광역시 연제구 중앙대로 1084, 진도사옥 2~3층 (연산동)"
아이디펫 동물병원,,"부산광역시 연제구 중앙대로 1068, 1층 (연산동)"
오리진 동물피부과병원,517537582.0,"부산광역시 수영구 광안해변로370번길 9-8, 블루오션 3층 (민락동)"
베스트프렌드 동물병원,517532966.0,부산광역시 수영구 연수로 296(망미동)
더에스동물병원,519137582.0,"부산광역시 수영구 수영로464번길 6, 목원빌딩 3층 302호 (남천동)"
동물병원 The 개치동,517570590.0,"부산광역시 수영구 광안해변로284번길 38, 해링턴타워광안 디오션오피스텔 101동 114호 (민락동)"
숲 동물병원 펫스테이션점,517437599.0,"부산광역시 수영구 수영로 지하576, 도시철도 광안역 E1~E3호 (광안동)"
남천동물병원,,"부산광역시 수영구 황령대로 505, 1층 (남천동)"
광안동물병원,,"부산광역시 수영구 수영로 567, 2층 (광안동)"
이상동물병원,517590225.0,"부산광역시 수영구 수영로 757, 2층 (수영동)"
소망애견종합병원,516288211.0,"부산광역시 수영구 수영로 485, 화목타운 6동 2호 (남천동)"
세진동물병원,,"부산광역시 수영구 과정로15번길 7 (망미동, 국화)"
사랑동물병원,,부산광역시 수영구 수영로 733 (수영동)
연제종합동물병원,,부산광역시 수영구 연수로 241 (망미동)
삼성동물병원,517543270.0,부산광역시 수영구 연수로 235 (망미동)
ABC동물병원,517612502.0,부산광역시 수영구 수영로 618-1 (광안동)
민락동물병원,517578529.0,부산광역시 수영구 광남로 207 (광안동)
서울동물병원,515145404.0,부산광역시 수영구 광안로 19 (광안동)
나비동물병원,,부산광역시 수영구 광남로 184 (민락동)
